Id,title,description,channel,duration,views
qI6gFO4TM4Y,"THOMAS PORCHER MET EN GARDE : ""SI LE GOUVERNEMENT PASSE EN FORCE...""","⚠️  Pour durer et rester à la TV, pour concurrencer les grandes chaînes gavées à l'argent des milliardaires, nous avons besoin de votre soutien. Alors, soutenez-nous et abonnez-vous à partir de 5 euros/mois, pour faire un vivre la première chaîne TV vraiment indépendante !
👉 https://www.lemediatv.fr/soutien

Réforme des retraites : c’était l’acte 5, jeudi 17/02 tandis que les débats se poursuivent à l’Assemblée nationale dans un climat toujours très électrique Cela fait plus d’un mois que la réforme a été présentée par le gouvernement et il n’arrive toujours pas à se désembourber.
Nouvelle feuille de conduite pour la Macronie, on ne parle plus des 1200 euros bruts mais de “revalorisation”. Cette séquence politique déjà malheureuse aurait pu s’arrêter là, mais non. Jérôme Guedj, député du parti socialiste, est allé vérifier ces nouveaux chiffres au ministère. Il raconte “Le directeur de la Sécurité sociale m’a répondu avec franchise : ils n’ont transmis aucune prévision ces derniers jours. Mieux, ils ne savent pas d’où vient ce chiffre de 40.000.”  40 000 personnes de plus chaque année passeraient le cap des 85 % du Smic ?
En réalité ces 40 000 personnes devraient bénéficier d’une revalorisation maximum de 100 euros, on est donc bien loin de la promesse qui leur a été faite de passer le cap des 85 % du SMIC. Souvenez-vous, le Ministre du travail avait déclaré dans l’hémicycle que le nombre de 40 000 concernait la génération 1972. On a dit 40 000 ? En fait ils seraient plutôt 13 179 toujours selon Jérôme Guedj qui nous a rapporté ceci jeudi « j’ai découvert ce matin que seulement 13.179 nouveaux retraités percevront ces 100€ en 2024 soit 1,7% de nouveaux retraités. Et cerise sur le gâteau, la direction de la sécurité sociale a transmis ces informations au ministre à la mi-Janvier. Pas avant-hier.”
Le député a donc confronté Olivier Dussopt à ce qui s’apparente à un nouveau mensonge. L’élu avait déjà confié ses interrogations et ses incompréhensions à l’AFP dans ces termes : ""Nous ne trouvons des réponses ni dans l'étude d'impact faite par le gouvernement, ni dans les retours des ministres"" malgré ""nos demandes répétées"". Le gouvernement semble avoir perdu la bataille des idées sur la réforme des retraites, même la banque de France est favorable à taxer les superprofits. On analyse tout ça dans l’Instant Porcher.

▶ Soutenez Le Média : 
👉 https://soutenez.lemediatv.fr (CB - SEPA - Chèque)
👉 https://dons.lemediatv.fr (CB - SEPA - Chèque)
👉 https://fr.tipeee.com/le-media (CB - Paypal)

✅  Suivez-nous : 
Instagram : https://www.instagram.com/lemedia_tv/
Facebook : http://bit.ly/FacebookLeMedia
Twitter : http://bit.ly/TwitterLeMedia
Youtube : http://bit.ly/YouTubeLeMedia
Peertube : https://video.lemediatv.fr
Telegram :  https://t.me/LeMediaOfficiel

Rejoignez la communauté des Socios !",Le Média,PT25M55S,184940
QkOCO30Uw1c,9 - Respiration et cardiologie : la cohérence cardiaque,"Respiration et cardiologie : la cohérence cardiaque
Dr Jean-Pierre Houppe, Cardiologue à Thionville, promoteur de la psycho-cardiologie


Respiration, Conscience, Bien-être 

Le deuxième colloque de l’observatoire des médecines non conventionnelles de la faculté de médecine de Nice, organisé par l’association OMCNC a eu lieu le Samedi 21 Janvier de 14h à 19h, à Nice.

Un après-midi de conférences courtes ouvertes à tous, explorant de façon didactique l’anatomie et la physiologie de la respiration, ainsi que les différentes techniques respiratoires. Le programme relie des mondes aussi divers que la yoga, le chant lyrique, le sport de haut-niveau ou l’apnée en compétition. Des techniques telles que la cohérence cardiaque, la méditation pleine conscience, la sophrologie ou l’hypnose thérapeutique seront également abordées, avec de nombreux exercices pratiques en salle.




- Production :
Faculté de Médecine de Nice
Université Nice Sophia Antipolis
Université Côte d'Azur
- Directeur de la publication
Pr Patrick BAQUÉ
- Directrice de la production
Isabelle CALLEA
- Réalisation:
Jean-Christophe VIALLE
- Scénario :
Emmanuelle DUCHEZ
Jean-Christophe VIALLE


medecine.unice.fr

2017
Facebook:
http://www.facebook.com/UNSSante",UFR médecine,PT16M33S,748094
AOZfy4PJKwI,"La sécheresse hivernale, une ""bombe à retardement""","Magali Reghezza, géographe, maître de conférences à l’ENS, membre du Haut conseil pour le climat, Léa Falco, membre du collectif Pour un réveil écologique, et Serge Zaka, consultant et docteur en agroclimatologie, sont les invités du Grand entretien.

Retrouvez tous les entretiens de 8h20 sur https://www.radiofrance.fr/franceinter/podcasts/l-invite-de-8h20-le-grand-entretien",France Inter,PT25M7S,21534
8_NNBNCyY9o,"Pr Raoult - ""Le niveau d'analyse de la science est très bas en France""","Avec le Pr Didier Raoult.

Retrouvez Bercoff dans tous ses états avec André Bercoff du lundi au vendredi de 12h30 à 14h sur #SudRadio.
---
Abonnez-vous pour plus de contenus : http://ow.ly/7FZy50G1rry 

———————————————————————

▶️ Suivez le direct : https://www.dailymotion.com/video/x75yzts 
🎧 Retrouvez nos podcasts et articles : https://www.sudradio.fr/ 

———————————————————————

🔴 Nous suivre sur les réseaux sociaux 🔴

▪️ Facebook : https://www.facebook.com/profile.php?id=100063607629498
▪️ Instagram : https://www.instagram.com/sudradioofficiel/
▪️ Twitter : https://twitter.com/SudRadio 
▪️ TikTok : https://www.tiktok.com/@sudradio?lang=fr
———————————————————————

☀️ Et pour plus de vidéos de Bercoff dans tous ses états : https://www.youtube.com/playlist?list=PLaXVMKmPLMDQe5oKZlhHutOQlGCq7EVU4

##LE_FACE_A_FACE-2023-02-13##",Sud Radio,PT35M3S,312255
zbi8lpm9sjo,Pôle Emploi - La scandaleuse immersion en caméra cachée,"DESCRIPTION + 3 HASHTAGS

Première diffusion : 01/02/2013

🟢 S’abonner à 100% Docs
https://www.youtube.com/channel/UC7DHcyYJpGiSO0NIE7w_Eug/?sub_confirmation=1

🟢 Produit par CAPA :
https://www.capatv.com/

🟢 Un reportage de Dorothée COCHARD

🟢 Bienvenue sur 100% Docs, LA chaîne des documentaires en tout genre qui ouvre une fenêtre sur le monde qui nous entoure. Reportages en immersion, images percutantes : votre dose de curiosité quotidienne.
Des enquêtes immersives et percutantes en France et aux quatre coins du monde.",100% DOCS,PT1H3M16S,314375
HrsJ8jPwF88,En quête d'ovnis : qui sont les chasseurs d'aliens ?,"Les Etats-Unis ne sont pas le seul lieu où les manifestations «aérodynamiques» se produisent. En France, les autorités ne restent pas indifférentes aux témoignages sur les Ovnis. Le CNES a créé une cellule, le GEIPAN (Groupe d'Etudes et d'Informations sur les Phénomènes Aérospatiaux Non-identifiés) qui recueille, recoupe et étudie tous les documents reçus : clichés, schémas, descriptions. Dans le sud de la France, au Col de Vence, Pierre Beake s'est fait le photographe depuis plus de 15 ans de phénomènes inexpliqués.
Réalisateur : Pascal Carron",Investigations et Enquêtes,PT51M40S,151316
rp47vVjRCHk,Ukraine : l'Afrique fait entendre sa voix à l'ONU,"Pour le premier anniversaire de l'invasion de l'Ukraine par la Russie, l'Assemblée générale de l'ONU a voté une résolution exigeant un retrait ""immédiat"" des troupes russes. La résolution a recueilli 141 voix ""pour"", sept ""contre"", et 32 pays se sont abstenus.
Sur les 32 pays qui se sont abstenus 22 sont africains...
Un chiffre analysé par le  journaliste Louis-Magloire Keumayou, directeur de la chaîne économique du groupe New World TV.",TV5MONDE Info,PT4M8S,93789
lNheKzNtDn0,La façon de manger qui TUE LE CANCER (par quelqu'un qui l'a vaincu !),"Guy Tenenbaum a vaincu un cancer stade 4 grâce au jeûne et à l'alimentation. Voici comment il a mangé et jeuné pour y arriver ! || Mon guide de l'alimentation anti inflammatoire : https://www.jacks.team/Guide-AAI
↓ INFOS UTILES ↓

► La première partie de la VIDEO (histoire de Guy)
https://youtu.be/M5WW5JOwptU

► Le PODCAST Complet est ici : 
www.jacks.team/spotify 

► LE LIVRE DE GUY (et Fred Evrard) : 
https://amzn.to/3D8pG78

► La chaîne YOUTUBE de GUY : 
http://YouTube.com/@CancerTherapy 


-------


► Mon GUIDE GRATUIT sur l'alimentation anti inflammatoire
https://www.jacks.team/Guide-AAI


-------


VIDÉOS COMPLÉMENTAIRES

► L'histoire incroyable de la guérison de Guy
https://youtu.be/M5WW5JOwptU

►  De Cancer du côlon à la guérison totale !
https://youtu.be/bt1ZwwG2gPQ

► Alimentation ANTI CANCER (avec Fred Evrard)
https://youtu.be/fMzNYX4OT84

► L'alimentation anti inflammatoire simplifiée (avec BMoove)
https://youtu.be/sj-Pb4oSbnY

► Les 5 techniques qui protègent ma santé chaque jour
https://youtu.be/LcbNwdEl8cg


-------


LES LIVRES POUR ALLER PLUS LOIN

► ""Mon système immunitaire m'a sauvé du cancer"", de Fred Evrard
https://amzn.to/3CzAUBk

►  ""Anti Cancer"" de David Servan-Schreiber
https://amzn.to/3Xhr9iO

► ""Cancer Terminal"" de Guy Tenebaum
https://amzn.to/3ip2pXk

► ""Peut-on vaincre le Cancer - Guy et Fred l'ont fait"", de Guy Tenenbaum et Fred Evrard
https://amzn.to/3GOL8Aj

► Le Cancer en tant que Maladie métabolique"" du Dr Thomas Seyfried
https://amzn.to/3X6VLmW

► ""Eat"" de Gilles Lartigot
https://amzn.to/3js9CpF

► ""Eat 2"" de Gilles Lartigot
https://amzn.to/3C12TcW

► ""Paleo Nutrition"" de Julien Venesson
https://amzn.to/3VbhGJh

► ""Gluten"" de Julien Venesson
https://amzn.to/3EIJfTi


-------


LES COMPLÉMENTS ALIMENTAIRES QUE J'UTILISE

https://www.jacks.team/unae

Unae est la marque française qui propose la meilleure qualité de compléments alimentaires santé et pour la récupération sportive. Les produits sont écoresponsables, respectueux des animaux, des humains qui les développent et les vendent et ne contiennent aucun additif. Ce sont que j'utilise pour ma femme, notre fils et moi-même. C'est évidemment ceux que je vous recommande aussi :-)


-------


MATÉRIEL D'ENTRAÎNEMENT
Certains liens ci-dessous sont affiliés et vous soutenez la chaîne en utilisant ces liens et nos codes de réduction :-)

► Ma corde à sauter préférée :
https://amzn.to/38KOMqp

► Anneaux, Sandbag, Cordes, etc. (de fabrication française !)
Code JACKADDICT pour une réduction sur tout le site ;-)
https://www.level-addict.com/

► Les maniques de Gym que j'utilise
https://amzn.to/3eE1OvE

► Pack de bandes élastiques pour s'entraîner :
https://amzn.to/2HpiE4k

► Ketllebells (aux dimensions officielles)
France : https://amzn.to/3d4bWvA
Belgique : https://amzn.to/38PvHUb


-------


CONNECTONS

► Connectons au quotidien sur Instagram
https://www.jacks.team/instagram (@jacks_team)

► Abonnez-vous à ma chaîne Youtube ici
https://www.jacks.team/youtube
Et cliquez sur la cloche pour ne rater aucune nouvelle vidéo !


-------


Merci d'avoir regardé cette vidéo, ça me fait sincèrement plaisir. 
Mangez pour votre énergie et profiter pleinement de votre vie
Et inspirez les autres à en faire autant.

Jack

PS : Commentez ""AFFAMER LE CANCER"" si vous lisez ceci ;-)",Jack's Team,PT31M12S,417574
bkGUWC-O-3M,“Taxons les riches !” : la solution à tous nos problèmes ? - 28 Minutes - ARTE,"Pour Oxfam, taxer de 2 % par an le patrimoine des 42 milliardaires français répondrait au déficit financier du régime des retraites, et selon le Laboratoire sur les inégalités mondiales, taxer les plus riches permettrait de lutter contre la pauvreté et le réchauffement climatique. Est-ce vraiment le cas, ou est-ce que cela pénaliserait au contraire l'économie française ?

#Taxerlesriches #Retraites #Macron

28 Minutes est le magazine d’actualité d’ARTE, présenté par Elisabeth Quin du lundi au vendredi à 20h05. Renaud Dély est aux commandes de l'émission le vendredi et le samedi.  Retrouvez toutes les informations sur notre site : http://www.arte.tv/28minutes.

Suivez-nous sur :
Twitter : https://twitter.com/28minutes
Facebook : https://www.facebook.com/28minutes
Instagram : http://instagram.com/28minutes_arte",28 minutes - ARTE,PT22M29S,286894
ere9q6aOrcU,"RETRAITES, SALAIRES : ATTENTION IL Y A (ENCORE) UN LOUP !","⚠️  Pour durer et rester à la TV, pour concurrencer les grandes chaînes gavées à l'argent des milliardaires, nous avons besoin de votre soutien. Alors, soutenez-nous et abonnez-vous à partir de 5 euros/mois, pour faire un vivre la première chaîne TV vraiment indépendante !
👉 https://www.lemediatv.fr/soutien

“Nous sommes agents des services publics. Issu.e.s de milieux d'oùprendre la parole est découragé. Constatant chaque jour une perte
de sens. Aujourd'hui nous brisons le silence pour dénoncer lesdysfonctionnements de l'Etat” voilà comment le collectif Nos services publics se présente. Collectif qui est allé chercher dans les chiffres et dévoile que l’État a : soit le projet de baisser le nombre et le salaire des fonctionnaires ; soit a gonflé artificiellement le déficit annoncé ; déficit qui sert à légitimer la réforme des retraites. Les fonctionnaires : ces soignant.es, profs, agent.es des diverses instutions, etc. Toustes celles et ceux qui font nos services publics. Je reçois Arnaud Bontemps, fonctionnaire et co-porte-parole du collectif Nos services publics.
Avec lui, on revient sur les chiffres du COR, donné par le gouvernement, qui ont servi à dessiner le déficit prévu pour les années à venir et permet de légitimer la réforme des retraites pour le gouvernement. Il prévoit une diminution de 11% de la rémunération des fonctionnaires sur le quinquennat et une diminution de leur nombre. 
On revient aussi sur les arguments du gouvernement pour justifier la réforme : est-ce pour financer nos services publics ? L'argent des retraites ne servira-t-il qu'aux retraites ? Le discours a de nombreuses fois changé. Décryptage.

▶ Soutenez Le Média : 
👉 https://soutenez.lemediatv.fr (CB - SEPA - Chèque)
👉 https://dons.lemediatv.fr (CB - SEPA - Chèque)
👉 https://fr.tipeee.com/le-media (CB - Paypal)

✅  Suivez-nous : 
Instagram : https://www.instagram.com/lemedia_tv/
Facebook : http://bit.ly/FacebookLeMedia
Twitter : http://bit.ly/TwitterLeMedia
Youtube : http://bit.ly/YouTubeLeMedia
Peertube : https://video.lemediatv.fr
Telegram :  https://t.me/LeMediaOfficiel

Rejoignez la communauté des Socios !",Le Média,PT31M37S,77247
